Occu,Year,sGrassHt2019,sLichen2019,sReliefPlot,sRelief200L,sOIS,PreFlood,OIS,GrassHt2019,Lichen2019,ReliefPlotL,Relief200mL
NA,2021,1.727865131,-0.417377244,1.054707759,1.054707759,0.001765841,0,9.9,11.675,29,1.793424749,3.044998515
NA,2021,-0.75676611,-1.647567416,0.641013629,0.641013629,0.001765841,0,9.9,3.9035,0,1.101940079,1.388791241
NA,2021,-0.177610285,-1.647567416,-0.01229044,-0.01229044,0.001765841,0,9.9,5.715,0,0.009950331,0.009950331
NA,2021,-0.062514455,0.218928017,0.399429234,0.399429234,0.001765841,0,9.9,6.075,44,0.698134722,1.947337701
NA,2021,0.626461975,-1.223363909,-0.01229044,-0.01229044,0.001765841,0,9.9,8.23,10,0.009950331,0.009950331
NA,2021,-0.081697093,0.855233279,0.399429234,0.399429234,0.001765841,0,9.9,6.015,59,0.698134722,0.698134722
NA,2021,-0.749892332,0.558290823,0.399429234,0.399429234,0.001765841,0,9.9,3.925,52,0.698134722,2.862772146
NA,2021,-0.677318016,1.024914682,-0.01229044,-0.01229044,0.001765841,0,9.9,4.152,63,0.009950331,0.920282753
NA,2021,0.271583165,0.38860942,0.812627907,0.812627907,0.001765841,0,9.9,7.12,48,1.388791241,2.741484977
NA,2021,0.798146589,0.770392577,-0.01229044,-0.01229044,0.001765841,0,9.9,8.767,57,0.009950331,0.009950331
NA,2021,-0.872980928,0.982494331,-0.01229044,-0.01229044,0.001765841,0,9.9,3.54,62,0.009950331,0.009950331
NA,2021,-0.412597606,0.218928017,-2.773375898,-2.773375898,0.001765841,0,9.9,4.98,44,-4.605170186,-4.605170186
NA,2021,0.60408223,-0.290116192,-0.01229044,-0.01229044,0.001765841,0,9.9,8.16,32,0.009950331,0.009950331
NA,2021,0.72876938,-0.799160401,-0.01229044,-0.01229044,0.001765841,0,9.9,8.55,20,0.009950331,0.698134722
NA,2021,-0.60921965,1.576379241,-0.01229044,-0.01229044,0.001765841,0,9.9,4.365,76,0.009950331,0.009950331
NA,2021,0.600885124,0.006826263,-0.01229044,-0.01229044,0.001765841,0,9.9,8.15,39,0.009950331,0.009950331
NA,2021,0.156487334,1.109755383,-0.01229044,-0.01229044,0.001765841,0,9.9,6.76,65,0.009950331,2.862772146
NA,2021,1.913297303,1.152175734,1.226570229,1.226570229,0.001765841,0,9.9,12.255,66,2.080690761,3.434309733
NA,2021,0.030201631,-0.035594087,0.641013629,0.641013629,0.001765841,0,9.9,6.365,38,1.101940079,1.388791241
NA,2021,0.068566908,0.812812928,-0.01229044,-0.01229044,0.001765841,0,9.9,6.485,58,0.009950331,0.009950331
NA,2021,-1.031237695,-1.138523207,-0.01229044,-0.01229044,0.001765841,0,9.9,3.045,12,0.009950331,0.009950331
NA,2021,-0.081697093,-1.265784259,-0.01229044,-0.01229044,0.001765841,0,9.9,6.015,9,0.009950331,2.352327185
NA,2021,-1.301393186,1.067335032,-0.01229044,-0.01229044,0.001765841,0,9.9,2.2,64,0.009950331,0.698134722
NA,2021,-0.970492673,-0.7143197,-0.01229044,-0.01229044,0.001765841,0,9.9,3.235,22,0.009950331,0.412109651
NA,2021,-0.36464101,1.533958891,-0.01229044,-0.01229044,0.001765841,0,9.9,5.13,75,0.009950331,0.009950331
NA,2021,-0.129653689,-1.647567416,-2.773375898,-2.773375898,0.001765841,0,9.9,5.865,0,-4.605170186,-4.605170186
NA,2021,-0.855396843,1.152175734,-0.01229044,-0.01229044,0.001765841,0,9.9,3.595,66,0.009950331,0.009950331
NA,2021,0.68880555,-0.671899349,1.329265038,1.329265038,0.001765841,0,9.9,8.425,23,2.252343877,3.637849283
NA,2021,-0.257537945,0.600711174,-0.01229044,-0.01229044,0.001765841,0,9.9,5.465,53,0.009950331,0.009950331
NA,2021,0.306751335,0.303768719,1.054707759,1.054707759,0.001765841,0,9.9,7.23,46,1.793424749,3.17847041
NA,2021,0.588096698,0.218928017,-0.01229044,-0.01229044,0.001765841,0,9.9,8.11,44,0.009950331,1.101940079
NA,2021,0.367496357,0.727972226,-0.01229044,-0.01229044,0.001765841,0,9.9,7.42,56,0.009950331,0.698134722
NA,2021,-0.538883309,-1.647567416,-0.01229044,-0.01229044,0.001765841,0,9.9,4.585,0,0.009950331,0.412109651
NA,2021,-0.105675391,-0.078014438,1.296953222,1.296953222,0.001765841,0,9.9,5.94,37,2.198335072,3.17847041
NA,2021,-0.407162525,0.261348368,-0.01229044,-0.01229044,0.001765841,0,9.9,4.997,45,0.009950331,0.009950331
NA,2021,-0.793692689,0.261348368,0.812627907,0.812627907,0.001765841,0,9.9,3.788,45,1.388791241,1.793424749
NA,2021,-1.229458292,-0.374956893,-0.01229044,-0.01229044,0.001765841,0,9.9,2.425,30,0.009950331,0.009950331
NA,2021,-0.003367986,0.049246614,-0.01229044,-0.01229044,0.001765841,0,9.9,6.26,40,0.009950331,0.009950331
NA,2021,0.011338703,0.643131525,-0.01229044,-0.01229044,0.001765841,0,9.9,6.306,54,0.009950331,0.009950331
NA,2021,-0.713125608,1.406697838,0.095798913,0.095798913,0.001765841,0,9.9,4.04,72,0.19062036,0.19062036
NA,2021,2.015604708,0.38860942,-0.01229044,-0.01229044,0.001765841,0,9.9,12.575,48,0.009950331,0.009950331
NA,2021,-0.231321673,1.237016435,-0.01229044,-0.01229044,0.001765841,0,9.9,5.547,68,0.009950331,0.009950331
NA,2021,-0.936923056,-1.647567416,-0.421084872,-0.421084872,0.001765841,0,9.9,3.34,0,-0.673344553,1.611435915
NA,2021,1.061268446,-1.350624961,0.399429234,0.399429234,0.001765841,0,9.9,9.59,7,0.698134722,0.698134722
NA,2021,2.018801814,-0.671899349,-0.01229044,-0.01229044,0.001765841,0,9.9,12.585,23,0.009950331,2.862772146
NA,2021,-1.016850716,-1.138523207,-0.01229044,-0.01229044,0.001765841,0,9.9,3.09,12,0.009950331,0.009950331
NA,2021,1.79180726,-0.799160401,1.389081994,1.389081994,0.001765841,0,9.9,11.875,20,2.352327185,3.737907685
NA,2021,0.536942996,0.006826263,-0.01229044,-0.01229044,0.001765841,0,9.9,7.95,39,0.009950331,0.698134722
NA,2021,-1.633892252,1.533958891,-0.01229044,-0.01229044,0.001765841,0,9.9,1.16,75,0.009950331,0.009950331
NA,2021,-0.08009854,0.134087316,-0.01229044,-0.01229044,0.001765841,0,9.9,6.02,42,0.009950331,0.009950331
NA,2021,-0.923495209,-1.647567416,-0.01229044,-0.01229044,0.001765841,0,9.9,3.382,0,0.009950331,0.009950331
NA,2021,0.655235933,0.812812928,1.054707759,1.054707759,0.001765841,0,9.9,8.32,58,1.793424749,4.060615409
NA,2021,-0.756286544,0.855233279,-0.01229044,-0.01229044,0.001765841,0,9.9,3.905,59,0.009950331,0.009950331
NA,2021,-0.817031566,-1.562726715,0.641013629,0.641013629,0.001765841,0,9.9,3.715,2,1.101940079,1.947337701
NA,2021,-0.471744074,-0.502217946,-0.01229044,-0.01229044,0.001765841,0,9.9,4.795,27,0.009950331,0.009950331
NA,2021,-0.500518032,-1.180943558,-0.01229044,-0.01229044,0.001765841,0,9.9,4.705,11,0.009950331,0.009950331
NA,2021,-1.061610206,-1.647567416,-2.773375898,-2.773375898,0.001765841,0,9.9,2.95,0,-4.605170186,-4.605170186
NA,2021,-1.463806192,-0.078014438,-0.01229044,-0.01229044,0.001765841,0,9.9,1.692,37,0.009950331,0.009950331
NA,2021,0.512005566,0.727972226,-0.01229044,-0.01229044,0.001765841,0,9.9,7.872,56,0.009950331,0.009950331
NA,2021,0.081355333,-1.096102856,-0.01229044,-0.01229044,0.001765841,0,9.9,6.525,13,0.009950331,0.009950331
0,2022,-0.833017098,0.643131525,-0.01229044,-0.01229044,-0.725708868,0,3,3.665,54,0.009950331,0.009950331
0,2022,2.252190582,1.406697838,0.8829281,0.8829281,-0.936571102,0,1,13.315,72,1.506297154,2.862772146
1,2022,0.226823675,0.006826263,-2.773375898,-2.773375898,-0.093122164,0,9,6.98,39,-4.605170186,0.009950331
0,2022,-0.972091227,-0.75674005,-0.01229044,-0.01229044,-0.62027775,0,4,3.23,21,0.009950331,1.611435915
0,2022,-0.865947294,0.176507666,0.228309182,0.228309182,-1.042002219,0,0,3.562,43,0.412109651,0.412109651
0,2022,1.532841641,-1.647567416,-2.773375898,-2.773375898,2.753518002,0,36,11.065,0,-4.605170186,-4.605170186
1,2022,3.147380375,-0.120434789,0.8829281,0.8829281,-0.514846633,0,5,16.115,36,1.506297154,2.862772146
0,2022,-0.153631987,1.533958891,-0.421084872,-0.421084872,-0.62027775,0,4,5.79,75,-0.673344553,0.009950331
1,2022,1.035691595,0.176507666,1.054707759,1.054707759,-0.409415516,0,6,9.51,43,1.793424749,3.555633735
0,2022,-0.463751308,1.109755383,-2.773375898,-2.773375898,-0.725708868,0,3,4.82,65,-4.605170186,-4.605170186
0,2022,-0.377109725,1.746060644,-2.773375898,-2.773375898,-0.409415516,0,6,5.091,80,-4.605170186,1.101940079
0,2022,0.073362567,-1.477886013,-2.773375898,-2.773375898,-0.725708868,0,3,6.5,4,-4.605170186,-4.605170186
0,2022,-0.355049691,-1.477886013,0.641013629,0.641013629,-1.042002219,0,0,5.16,4,1.101940079,1.611435915
0,2022,1.689499855,-1.605147066,1.516747367,1.516747367,-0.62027775,0,4,11.555,1,2.565718293,4.127295662
1,2022,0.829478232,-0.417377244,1.416887621,1.416887621,-0.514846633,0,5,8.865,29,2.398803951,3.737907685
1,2022,0.911004445,-0.20527549,0.399429234,0.399429234,2.226362416,0,31,9.12,34,0.698134722,1.101940079
0,2022,-0.305494541,1.109755383,-0.718926377,-0.718926377,-0.725708868,0,3,5.315,65,-1.171182982,-0.673344553
1,2022,0.003026227,-0.968841804,1.054707759,1.054707759,-0.831139985,0,2,6.28,16,1.793424749,3.555633735
0,2022,-1.37332808,0.558290823,-0.01229044,-0.01229044,-0.936571102,0,1,1.975,52,0.009950331,0.009950331
0,2022,-0.858593949,1.024914682,0.812627907,0.812627907,-0.936571102,0,1,3.585,63,1.388791241,3.555633735
0,2022,-0.504993981,-0.078014438,0.732953255,0.732953255,0.644895657,0,16,4.691,37,1.255616037,2.63977136
0,2022,1.737456451,0.558290823,-0.01229044,-0.01229044,-0.409415516,0,6,11.705,52,0.009950331,1.388791241
1,2022,-0.431780244,0.176507666,-0.01229044,-0.01229044,0.223171188,0,12,4.92,43,0.009950331,0.698134722
0,2022,-0.855396843,1.873321697,1.054707759,1.054707759,-0.62027775,0,4,3.595,83,1.793424749,3.17847041
0,2022,-1.411693357,0.431029771,-0.01229044,-0.01229044,-0.936571102,0,1,1.855,49,0.009950331,1.101940079
1,2022,2.453608285,0.38860942,-0.01229044,-0.01229044,-0.725708868,0,3,13.945,48,0.009950331,0.009950331
0,2022,-1.214751603,-0.841580752,-0.01229044,-0.01229044,-0.62027775,0,4,2.471,19,0.009950331,0.009950331
0,2022,1.727865131,-0.417377244,1.054707759,1.054707759,-0.093122164,0,9,11.675,29,1.793424749,3.044998515
0,2022,-0.75676611,-1.647567416,0.641013629,0.641013629,2.43722465,0,33,3.9035,0,1.101940079,1.388791241
0,2022,-0.177610285,-1.647567416,-0.01229044,-0.01229044,-0.831139985,0,2,5.715,0,0.009950331,0.009950331
0,2022,-0.062514455,0.218928017,0.399429234,0.399429234,-0.936571102,0,1,6.075,44,0.698134722,1.947337701
0,2022,0.626461975,-1.223363909,-0.01229044,-0.01229044,-1.042002219,0,0,8.23,10,0.009950331,0.009950331
0,2022,-0.081697093,0.855233279,0.399429234,0.399429234,-0.831139985,0,2,6.015,59,0.698134722,0.698134722
0,2022,-0.749892332,0.558290823,0.399429234,0.399429234,-0.62027775,0,4,3.925,52,0.698134722,2.862772146
0,2022,-0.677318016,1.024914682,-0.01229044,-0.01229044,0.644895657,0,16,4.152,63,0.009950331,0.920282753
1,2022,0.271583165,0.38860942,0.812627907,0.812627907,-0.725708868,0,3,7.12,48,1.388791241,2.741484977
0,2022,0.798146589,0.770392577,-0.01229044,-0.01229044,-1.042002219,0,0,8.767,57,0.009950331,0.009950331
0,2022,-0.872980928,0.982494331,-0.01229044,-0.01229044,-1.042002219,0,0,3.54,62,0.009950331,0.009950331
0,2022,-0.412597606,0.218928017,-2.773375898,-2.773375898,-0.936571102,0,1,4.98,44,-4.605170186,-4.605170186
0,2022,0.60408223,-0.290116192,-0.01229044,-0.01229044,-0.936571102,0,1,8.16,32,0.009950331,0.009950331
1,2022,0.72876938,-0.799160401,-0.01229044,-0.01229044,-0.303984399,0,7,8.55,20,0.009950331,0.698134722
0,2022,-0.60921965,1.576379241,-0.01229044,-0.01229044,-0.936571102,0,1,4.365,76,0.009950331,0.009950331
0,2022,0.600885124,0.006826263,-0.01229044,-0.01229044,1.27748236,0,22,8.15,39,0.009950331,0.009950331
1,2022,0.156487334,1.109755383,-0.01229044,-0.01229044,-0.725708868,0,3,6.76,65,0.009950331,2.862772146
1,2022,1.913297303,1.152175734,1.226570229,1.226570229,-0.831139985,0,2,12.255,66,2.080690761,3.434309733
0,2022,0.030201631,-0.035594087,0.641013629,0.641013629,-0.936571102,0,1,6.365,38,1.101940079,1.388791241
1,2022,0.068566908,0.812812928,-0.01229044,-0.01229044,-0.831139985,0,2,6.485,58,0.009950331,0.009950331
0,2022,-1.031237695,-1.138523207,-0.01229044,-0.01229044,-0.303984399,0,7,3.045,12,0.009950331,0.009950331
1,2022,-0.081697093,-1.265784259,-0.01229044,-0.01229044,-0.725708868,0,3,6.015,9,0.009950331,2.352327185
0,2022,-1.301393186,1.067335032,-0.01229044,-0.01229044,-0.831139985,0,2,2.2,64,0.009950331,0.698134722
0,2022,-0.970492673,-0.7143197,-0.01229044,-0.01229044,-0.198553281,0,8,3.235,22,0.009950331,0.412109651
0,2022,-0.36464101,1.533958891,-0.01229044,-0.01229044,-0.198553281,0,8,5.13,75,0.009950331,0.009950331
0,2022,-0.129653689,-1.647567416,-2.773375898,-2.773375898,1.382913477,0,23,5.865,0,-4.605170186,-4.605170186
0,2022,-0.855396843,1.152175734,-0.01229044,-0.01229044,-1.042002219,0,0,3.595,66,0.009950331,0.009950331
0,2022,0.68880555,-0.671899349,1.329265038,1.329265038,-0.936571102,0,1,8.425,23,2.252343877,3.637849283
0,2022,-0.257537945,0.600711174,-0.01229044,-0.01229044,-0.831139985,0,2,5.465,53,0.009950331,0.009950331
0,2022,0.306751335,0.303768719,1.054707759,1.054707759,-0.198553281,0,8,7.23,46,1.793424749,3.17847041
0,2022,0.588096698,0.218928017,-0.01229044,-0.01229044,-0.62027775,0,4,8.11,44,0.009950331,1.101940079
1,2022,0.367496357,0.727972226,-0.01229044,-0.01229044,-0.831139985,0,2,7.42,56,0.009950331,0.698134722
0,2022,-0.538883309,-1.647567416,-0.01229044,-0.01229044,0.012308953,0,10,4.585,0,0.009950331,0.412109651
0,2022,-0.105675391,-0.078014438,1.296953222,1.296953222,-1.042002219,0,0,5.94,37,2.198335072,3.17847041
0,2022,-0.407162525,0.261348368,-0.01229044,-0.01229044,-1.042002219,0,0,4.997,45,0.009950331,0.009950331
0,2022,-0.793692689,0.261348368,0.812627907,0.812627907,-0.831139985,0,2,3.788,45,1.388791241,1.793424749
0,2022,-1.229458292,-0.374956893,-0.01229044,-0.01229044,-0.725708868,0,3,2.425,30,0.009950331,0.009950331
0,2022,-0.003367986,0.049246614,-0.01229044,-0.01229044,1.066620126,0,20,6.26,40,0.009950331,0.009950331
0,2022,0.011338703,0.643131525,-0.01229044,-0.01229044,-1.042002219,0,0,6.306,54,0.009950331,0.009950331
0,2022,-0.713125608,1.406697838,0.095798913,0.095798913,-1.042002219,0,0,4.04,72,0.19062036,0.19062036
0,2022,2.015604708,0.38860942,-0.01229044,-0.01229044,0.012308953,0,10,12.575,48,0.009950331,0.009950331
0,2022,-0.231321673,1.237016435,-0.01229044,-0.01229044,-1.042002219,0,0,5.547,68,0.009950331,0.009950331
0,2022,-0.936923056,-1.647567416,-0.421084872,-0.421084872,-0.093122164,0,9,3.34,0,-0.673344553,1.611435915
0,2022,1.061268446,-1.350624961,0.399429234,0.399429234,-1.042002219,0,0,9.59,7,0.698134722,0.698134722
1,2022,2.018801814,-0.671899349,-0.01229044,-0.01229044,0.328602305,0,13,12.585,23,0.009950331,2.862772146
0,2022,-1.016850716,-1.138523207,-0.01229044,-0.01229044,-1.042002219,0,0,3.09,12,0.009950331,0.009950331
0,2022,1.79180726,-0.799160401,1.389081994,1.389081994,-0.514846633,0,5,11.875,20,2.352327185,3.737907685
1,2022,0.536942996,0.006826263,-0.01229044,-0.01229044,-0.936571102,0,1,7.95,39,0.009950331,0.698134722
1,2022,-1.633892252,1.533958891,-0.01229044,-0.01229044,2.648086885,0,35,1.16,75,0.009950331,0.009950331
0,2022,-0.08009854,0.134087316,-0.01229044,-0.01229044,-0.409415516,0,6,6.02,42,0.009950331,0.009950331
0,2022,-0.923495209,-1.647567416,-0.01229044,-0.01229044,-0.936571102,0,1,3.382,0,0.009950331,0.009950331
1,2022,0.655235933,0.812812928,1.054707759,1.054707759,0.223171188,0,12,8.32,58,1.793424749,4.060615409
0,2022,-0.756286544,0.855233279,-0.01229044,-0.01229044,-0.62027775,0,4,3.905,59,0.009950331,0.009950331
0,2022,-0.817031566,-1.562726715,0.641013629,0.641013629,-0.831139985,0,2,3.715,2,1.101940079,1.947337701
0,2022,-0.471744074,-0.502217946,-0.01229044,-0.01229044,-1.042002219,0,0,4.795,27,0.009950331,0.009950331
0,2022,-0.500518032,-1.180943558,-0.01229044,-0.01229044,-0.409415516,0,6,4.705,11,0.009950331,0.009950331
0,2022,-1.061610206,-1.647567416,-2.773375898,-2.773375898,4.967571464,0,57,2.95,0,-4.605170186,-4.605170186
0,2022,-1.463806192,-0.078014438,-0.01229044,-0.01229044,0.223171188,0,12,1.692,37,0.009950331,0.009950331
0,2022,0.512005566,0.727972226,-0.01229044,-0.01229044,-0.936571102,0,1,7.872,56,0.009950331,0.009950331
0,2022,0.081355333,-1.096102856,-0.01229044,-0.01229044,-0.514846633,0,5,6.525,13,0.009950331,0.009950331
0,2023,-0.833017098,0.643131525,-0.01229044,-0.01229044,-0.514846633,0,5,3.665,54,0.009950331,0.009950331
0,2023,2.252190582,1.406697838,0.8829281,0.8829281,-0.725708868,0,3,13.315,72,1.506297154,2.862772146
0,2023,0.226823675,0.006826263,-2.773375898,-2.773375898,-0.409415516,0,6,6.98,39,-4.605170186,0.009950331
0,2023,-0.972091227,-0.75674005,-0.01229044,-0.01229044,-0.936571102,0,1,3.23,21,0.009950331,1.611435915
0,2023,-0.865947294,0.176507666,0.228309182,0.228309182,0.11774007,0,11,3.562,43,0.412109651,0.412109651
0,2023,1.532841641,-1.647567416,-2.773375898,-2.773375898,2.226362416,0,31,11.065,0,-4.605170186,-4.605170186
1,2023,3.147380375,-0.120434789,0.8829281,0.8829281,0.855757891,0,18,16.115,36,1.506297154,2.862772146
0,2023,-0.153631987,1.533958891,-0.421084872,-0.421084872,-0.831139985,0,2,5.79,75,-0.673344553,0.009950331
1,2023,1.035691595,0.176507666,1.054707759,1.054707759,-1.042002219,0,0,9.51,43,1.793424749,3.555633735
0,2023,-0.463751308,1.109755383,-2.773375898,-2.773375898,0.11774007,0,11,4.82,65,-4.605170186,-4.605170186
0,2023,-0.377109725,1.746060644,-2.773375898,-2.773375898,-0.093122164,0,9,5.091,80,-4.605170186,1.101940079
0,2023,0.073362567,-1.477886013,-2.773375898,-2.773375898,0.644895657,0,16,6.5,4,-4.605170186,-4.605170186
0,2023,-0.355049691,-1.477886013,0.641013629,0.641013629,-0.62027775,0,4,5.16,4,1.101940079,1.611435915
0,2023,1.689499855,-1.605147066,1.516747367,1.516747367,-0.725708868,0,3,11.555,1,2.565718293,4.127295662
0,2023,0.829478232,-0.417377244,1.416887621,1.416887621,0.328602305,0,13,8.865,29,2.398803951,3.737907685
0,2023,0.911004445,-0.20527549,0.399429234,0.399429234,0.961189008,0,19,9.12,34,0.698134722,1.101940079
0,2023,-0.305494541,1.109755383,-0.718926377,-0.718926377,-0.093122164,0,9,5.315,65,-1.171182982,-0.673344553
0,2023,0.003026227,-0.968841804,1.054707759,1.054707759,-0.62027775,0,4,6.28,16,1.793424749,3.555633735
0,2023,-1.37332808,0.558290823,-0.01229044,-0.01229044,2.964380236,0,38,1.975,52,0.009950331,0.009950331
1,2023,-0.858593949,1.024914682,0.812627907,0.812627907,0.750326774,0,17,3.585,63,1.388791241,3.555633735
1,2023,-0.504993981,-0.078014438,0.732953255,0.732953255,-0.725708868,0,3,4.691,37,1.255616037,2.63977136
1,2023,1.737456451,0.558290823,-0.01229044,-0.01229044,0.434033422,0,14,11.705,52,0.009950331,1.388791241
0,2023,-0.431780244,0.176507666,-0.01229044,-0.01229044,-0.936571102,0,1,4.92,43,0.009950331,0.698134722
0,2023,-0.855396843,1.873321697,1.054707759,1.054707759,-0.725708868,0,3,3.595,83,1.793424749,3.17847041
0,2023,-1.411693357,0.431029771,-0.01229044,-0.01229044,-0.093122164,0,9,1.855,49,0.009950331,1.101940079
1,2023,2.453608285,0.38860942,-0.01229044,-0.01229044,-0.62027775,0,4,13.945,48,0.009950331,0.009950331
0,2023,-1.214751603,-0.841580752,-0.01229044,-0.01229044,0.223171188,0,12,2.471,19,0.009950331,0.009950331
0,2023,1.727865131,-0.417377244,1.054707759,1.054707759,0.644895657,0,16,11.675,29,1.793424749,3.044998515
0,2023,-0.75676611,-1.647567416,0.641013629,0.641013629,4.229553643,0,50,3.9035,0,1.101940079,1.388791241
0,2023,-0.177610285,-1.647567416,-0.01229044,-0.01229044,0.012308953,0,10,5.715,0,0.009950331,0.009950331
0,2023,-0.062514455,0.218928017,0.399429234,0.399429234,0.328602305,0,13,6.075,44,0.698134722,1.947337701
0,2023,0.626461975,-1.223363909,-0.01229044,-0.01229044,-0.725708868,0,3,8.23,10,0.009950331,0.009950331
0,2023,-0.081697093,0.855233279,0.399429234,0.399429234,0.223171188,0,12,6.015,59,0.698134722,0.698134722
0,2023,-0.749892332,0.558290823,0.399429234,0.399429234,-0.093122164,0,9,3.925,52,0.698134722,2.862772146
0,2023,-0.677318016,1.024914682,-0.01229044,-0.01229044,-0.409415516,0,6,4.152,63,0.009950331,0.920282753
0,2023,0.271583165,0.38860942,0.812627907,0.812627907,1.172051243,0,21,7.12,48,1.388791241,2.741484977
1,2023,0.798146589,0.770392577,-0.01229044,-0.01229044,4.967571464,0,57,8.767,57,0.009950331,0.009950331
0,2023,-0.872980928,0.982494331,-0.01229044,-0.01229044,0.11774007,0,11,3.54,62,0.009950331,0.009950331
0,2023,-0.412597606,0.218928017,-2.773375898,-2.773375898,-0.514846633,0,5,4.98,44,-4.605170186,-4.605170186
0,2023,0.60408223,-0.290116192,-0.01229044,-0.01229044,-0.303984399,0,7,8.16,32,0.009950331,0.009950331
0,2023,0.72876938,-0.799160401,-0.01229044,-0.01229044,0.855757891,0,18,8.55,20,0.009950331,0.698134722
0,2023,-0.60921965,1.576379241,-0.01229044,-0.01229044,-0.303984399,0,7,4.365,76,0.009950331,0.009950331
0,2023,0.600885124,0.006826263,-0.01229044,-0.01229044,0.750326774,0,17,8.15,39,0.009950331,0.009950331
1,2023,0.156487334,1.109755383,-0.01229044,-0.01229044,-0.093122164,0,9,6.76,65,0.009950331,2.862772146
1,2023,1.913297303,1.152175734,1.226570229,1.226570229,-0.62027775,0,4,12.255,66,2.080690761,3.434309733
0,2023,0.030201631,-0.035594087,0.641013629,0.641013629,2.542655767,0,34,6.365,38,1.101940079,1.388791241
0,2023,0.068566908,0.812812928,-0.01229044,-0.01229044,-0.303984399,0,7,6.485,58,0.009950331,0.009950331
0,2023,-1.031237695,-1.138523207,-0.01229044,-0.01229044,-0.303984399,0,7,3.045,12,0.009950331,0.009950331
1,2023,-0.081697093,-1.265784259,-0.01229044,-0.01229044,0.012308953,0,10,6.015,9,0.009950331,2.352327185
0,2023,-1.301393186,1.067335032,-0.01229044,-0.01229044,1.382913477,0,23,2.2,64,0.009950331,0.698134722
1,2023,-0.970492673,-0.7143197,-0.01229044,-0.01229044,-0.514846633,0,5,3.235,22,0.009950331,0.412109651
0,2023,-0.36464101,1.533958891,-0.01229044,-0.01229044,0.434033422,0,14,5.13,75,0.009950331,0.009950331
0,2023,-0.129653689,-1.647567416,-2.773375898,-2.773375898,5.705589285,0,64,5.865,0,-4.605170186,-4.605170186
0,2023,-0.855396843,1.152175734,-0.01229044,-0.01229044,-0.62027775,0,4,3.595,66,0.009950331,0.009950331
0,2023,0.68880555,-0.671899349,1.329265038,1.329265038,0.961189008,0,19,8.425,23,2.252343877,3.637849283
0,2023,-0.257537945,0.600711174,-0.01229044,-0.01229044,2.648086885,0,35,5.465,53,0.009950331,0.009950331
0,2023,0.306751335,0.303768719,1.054707759,1.054707759,-0.514846633,0,5,7.23,46,1.793424749,3.17847041
